year,school,winpct
2014,Boston College,0.5384615384615384
2014,Clemson,0.7692307692307693
2014,Duke,0.6923076923076923
2014,Florida State,0.9285714285714286
2014,Georgia Tech,0.7857142857142857
2014,Louisville,0.6923076923076923
2014,Miami,0.46153846153846156
2014,NC State,0.6153846153846154
2014,North Carolina,0.46153846153846156
2014,Pittsburgh,0.46153846153846156
2014,Syracuse,0.25
2014,Virginia,0.4166666666666667
2014,Virginia Tech,0.5384615384615384
2014,Wake Forest,0.25
2014,Baylor,0.8461538461538461
2014,Iowa State,0.16666666666666666
2014,Kansas,0.25
2014,Kansas State,0.6923076923076923
2014,Oklahoma,0.6153846153846154
2014,Oklahoma State,0.5384615384615384
2014,TCU,0.9230769230769231
2014,Texas,0.46153846153846156
2014,Texas Tech,0.3333333333333333
2014,West Virginia,0.5384615384615384
2014,Illinois,0.46153846153846156
2014,Indiana,0.3333333333333333
2014,Iowa,0.5384615384615384
2014,Maryland,0.5384615384615384
2014,Michigan,0.4166666666666667
2014,Michigan State,0.8461538461538461
2014,Minnesota,0.6153846153846154
2014,Nebraska,0.6923076923076923
2014,Northwestern,0.4166666666666667
2014,Ohio State,0.9333333333333333
2014,Penn State,0.5384615384615384
2014,Purdue,0.25
2014,Rutgers,0.6153846153846154
2014,Wisconsin,0.7857142857142857
2014,Alabama,0.8571428571428571
2014,Arkansas,0.5384615384615384
2014,Auburn,0.6153846153846154
2014,Florida,0.5833333333333334
2014,Georgia,0.7692307692307693
2014,Kentucky,0.4166666666666667
2014,LSU,0.6153846153846154
2014,Mississippi State,0.7692307692307693
2014,Missouri,0.7857142857142857
2014,Ole Miss,0.6923076923076923
2014,South Carolina,0.5384615384615384
2014,Tennessee,0.5384615384615384
2014,Texas A&M,0.6153846153846154
2014,Vanderbilt,0.25
2014,Arizona,0.7142857142857143
2014,Arizona State,0.7692307692307693
2014,California,0.4166666666666667
2014,Colorado,0.16666666666666666
2014,Oregon,0.8666666666666667
2014,Oregon State,0.4166666666666667
2014,Stanford,0.6153846153846154
2014,UCLA,0.7692307692307693
2014,USC,0.6923076923076923
2014,Utah,0.6923076923076923
2014,Washington,0.5714285714285714
2014,Washington State,0.25
2014,Notre Dame,0.6153846153846154
2015,Boston College,0.25
2015,Clemson,0.9333333333333333
2015,Duke,0.6153846153846154
2015,Florida State,0.7692307692307693
2015,Georgia Tech,0.25
2015,Louisville,0.6153846153846154
2015,Miami,0.6153846153846154
2015,NC State,0.5384615384615384
2015,North Carolina,0.7857142857142857
2015,Pittsburgh,0.6153846153846154
2015,Syracuse,0.3333333333333333
2015,Virginia,0.3333333333333333
2015,Virginia Tech,0.5384615384615384
2015,Wake Forest,0.25
2015,Baylor,0.7692307692307693
2015,Iowa State,0.25
2015,Kansas,0
2015,Kansas State,0.46153846153846156
2015,Oklahoma,0.8461538461538461
2015,Oklahoma State,0.7692307692307693
2015,TCU,0.8461538461538461
2015,Texas,0.4166666666666667
2015,Texas Tech,0.5384615384615384
2015,West Virginia,0.6153846153846154
2015,Illinois,0.4166666666666667
2015,Indiana,0.46153846153846156
2015,Iowa,0.8571428571428571
2015,Maryland,0.25
2015,Michigan,0.7692307692307693
2015,Michigan State,0.8571428571428571
2015,Minnesota,0.46153846153846156
2015,Nebraska,0.46153846153846156
2015,Northwestern,0.7692307692307693
2015,Ohio State,0.9230769230769231
2015,Penn State,0.5384615384615384
2015,Purdue,0.16666666666666666
2015,Rutgers,0.3333333333333333
2015,Wisconsin,0.7692307692307693
2015,Alabama,0.9333333333333333
2015,Arkansas,0.6153846153846154
2015,Auburn,0.5384615384615384
2015,Florida,0.7142857142857143
2015,Georgia,0.7692307692307693
2015,Kentucky,0.4166666666666667
2015,LSU,0.75
2015,Mississippi State,0.6923076923076923
2015,Missouri,0.4166666666666667
2015,Ole Miss,0.7692307692307693
2015,South Carolina,0.25
2015,Tennessee,0.6923076923076923
2015,Texas A&M,0.6153846153846154
2015,Vanderbilt,0.3333333333333333
2015,Arizona,0.5384615384615384
2015,Arizona State,0.46153846153846156
2015,California,0.6153846153846154
2015,Colorado,0.3076923076923077
2015,Oregon,0.6923076923076923
2015,Oregon State,0.16666666666666666
2015,Stanford,0.8571428571428571
2015,UCLA,0.6153846153846154
2015,USC,0.5714285714285714
2015,Utah,0.7692307692307693
2015,Washington,0.5384615384615384
2015,Washington State,0.6923076923076923
2015,Notre Dame,0.7692307692307693
2016,Boston College,0.5384615384615384
2016,Clemson,0.9333333333333333
2016,Duke,0.3333333333333333
2016,Florida State,0.7692307692307693
2016,Georgia Tech,0.6923076923076923
2016,Louisville,0.6923076923076923
2016,Miami,0.6923076923076923
2016,NC State,0.5384615384615384
2016,North Carolina,0.6153846153846154
2016,Pittsburgh,0.6153846153846154
2016,Syracuse,0.3333333333333333
2016,Virginia,0.16666666666666666
2016,Virginia Tech,0.7142857142857143
2016,Wake Forest,0.5384615384615384
2016,Baylor,0.5384615384615384
2016,Iowa State,0.25
2016,Kansas,0.16666666666666666
2016,Kansas State,0.6923076923076923
2016,Oklahoma,0.8461538461538461
2016,Oklahoma State,0.7692307692307693
2016,TCU,0.46153846153846156
2016,Texas,0.4166666666666667
2016,Texas Tech,0.4166666666666667
2016,West Virginia,0.7692307692307693
2016,Illinois,0.25
2016,Indiana,0.46153846153846156
2016,Iowa,0.6153846153846154
2016,Maryland,0.46153846153846156
2016,Michigan,0.7692307692307693
2016,Michigan State,0.25
2016,Minnesota,0.6923076923076923
2016,Nebraska,0.6923076923076923
2016,Northwestern,0.5384615384615384
2016,Ohio State,0.8461538461538461
2016,Penn State,0.7857142857142857
2016,Purdue,0.25
2016,Rutgers,0.16666666666666666
2016,Wisconsin,0.7857142857142857
2016,Alabama,0.9333333333333333
2016,Arkansas,0.5384615384615384
2016,Auburn,0.6153846153846154
2016,Florida,0.6923076923076923
2016,Georgia,0.6153846153846154
2016,Kentucky,0.5384615384615384
2016,LSU,0.6666666666666666
2016,Mississippi State,0.46153846153846156
2016,Missouri,0.3333333333333333
2016,Ole Miss,0.4166666666666667
2016,South Carolina,0.46153846153846156
2016,Tennessee,0.6923076923076923
2016,Texas A&M,0.6153846153846154
2016,Vanderbilt,0.46153846153846156
2016,Arizona,0.25
2016,Arizona State,0.4166666666666667
2016,California,0.4166666666666667
2016,Colorado,0.7142857142857143
2016,Oregon,0.3333333333333333
2016,Oregon State,0.3333333333333333
2016,Stanford,0.7692307692307693
2016,UCLA,0.3333333333333333
2016,USC,0.7692307692307693
2016,Utah,0.6923076923076923
2016,Washington,0.8571428571428571
2016,Washington State,0.6153846153846154
2016,Notre Dame,0.3333333333333333
2017,Boston College,0.5384615384615384
2017,Clemson,0.8571428571428571
2017,Duke,0.5384615384615384
2017,Florida State,0.5384615384615384
2017,Georgia Tech,0.45454545454545453
2017,Louisville,0.6153846153846154
2017,Miami,0.7692307692307693
2017,NC State,0.6923076923076923
2017,North Carolina,0.25
2017,Pittsburgh,0.4166666666666667
2017,Syracuse,0.3333333333333333
2017,Virginia,0.46153846153846156
2017,Virginia Tech,0.6923076923076923
2017,Wake Forest,0.6153846153846154
2017,Baylor,0.08333333333333333
2017,Iowa State,0.6153846153846154
2017,Kansas,0.08333333333333333
2017,Kansas State,0.6153846153846154
2017,Oklahoma,0.8571428571428571
2017,Oklahoma State,0.7692307692307693
2017,TCU,0.7857142857142857
2017,Texas,0.5384615384615384
2017,Texas Tech,0.46153846153846156
2017,West Virginia,0.5384615384615384
2017,Illinois,0.16666666666666666
2017,Indiana,0.4166666666666667
2017,Iowa,0.6153846153846154
2017,Maryland,0.3333333333333333
2017,Michigan,0.6153846153846154
2017,Michigan State,0.7692307692307693
2017,Minnesota,0.4166666666666667
2017,Nebraska,0.3333333333333333
2017,Northwestern,0.7692307692307693
2017,Ohio State,0.8571428571428571
2017,Penn State,0.8461538461538461
2017,Purdue,0.5384615384615384
2017,Rutgers,0.3333333333333333
2017,Wisconsin,0.9285714285714286
2017,Alabama,0.9285714285714286
2017,Arkansas,0.3333333333333333
2017,Auburn,0.7142857142857143
2017,Florida,0.36363636363636365
2017,Georgia,0.8666666666666667
2017,Kentucky,0.5384615384615384
2017,LSU,0.6923076923076923
2017,Mississippi State,0.6923076923076923
2017,Missouri,0.5384615384615384
2017,Ole Miss,0.5
2017,South Carolina,0.6923076923076923
2017,Tennessee,0.3333333333333333
2017,Texas A&M,0.5384615384615384
2017,Vanderbilt,0.4166666666666667
2017,Arizona,0.5384615384615384
2017,Arizona State,0.5384615384615384
2017,California,0.4166666666666667
2017,Colorado,0.4166666666666667
2017,Oregon,0.5384615384615384
2017,Oregon State,0.08333333333333333
2017,Stanford,0.6428571428571429
2017,UCLA,0.46153846153846156
2017,USC,0.7857142857142857
2017,Utah,0.5384615384615384
2017,Washington,0.7692307692307693
2017,Washington State,0.6923076923076923
2017,Notre Dame,0.7692307692307693
2018,Boston College,0.5833333333333334
2018,Clemson,1
2018,Duke,0.6153846153846154
2018,Florida State,0.4166666666666667
2018,Georgia Tech,0.5384615384615384
2018,Louisville,0.16666666666666666
2018,Miami,0.5384615384615384
2018,NC State,0.6923076923076923
2018,North Carolina,0.18181818181818182
2018,Pittsburgh,0.5
2018,Syracuse,0.7692307692307693
2018,Virginia,0.6153846153846154
2018,Virginia Tech,0.46153846153846156
2018,Wake Forest,0.5384615384615384
2018,Baylor,0.5384615384615384
2018,Iowa State,0.6153846153846154
2018,Kansas,0.25
2018,Kansas State,0.4166666666666667
2018,Oklahoma,0.8571428571428571
2018,Oklahoma State,0.5384615384615384
2018,TCU,0.5384615384615384
2018,Texas,0.7142857142857143
2018,Texas Tech,0.4166666666666667
2018,West Virginia,0.6666666666666666
2018,Illinois,0.3333333333333333
2018,Indiana,0.4166666666666667
2018,Iowa,0.6923076923076923
2018,Maryland,0.4166666666666667
2018,Michigan,0.7692307692307693
2018,Michigan State,0.5384615384615384
2018,Minnesota,0.5384615384615384
2018,Nebraska,0.3333333333333333
2018,Northwestern,0.6428571428571429
2018,Ohio State,0.9285714285714286
2018,Penn State,0.6923076923076923
2018,Purdue,0.46153846153846156
2018,Rutgers,0.08333333333333333
2018,Wisconsin,0.6153846153846154
2018,Alabama,0.9333333333333333
2018,Arkansas,0.16666666666666666
2018,Auburn,0.6153846153846154
2018,Florida,0.7692307692307693
2018,Georgia,0.7857142857142857
2018,Kentucky,0.6923076923076923
2018,LSU,0.7692307692307693
2018,Mississippi State,0.6153846153846154
2018,Missouri,0.6923076923076923
2018,Ole Miss,0.4166666666666667
2018,South Carolina,0.5384615384615384
2018,Tennessee,0.4166666666666667
2018,Texas A&M,0.6923076923076923
2018,Vanderbilt,0.46153846153846156
2018,Arizona,0.4166666666666667
2018,Arizona State,0.5384615384615384
2018,California,0.5384615384615384
2018,Colorado,0.4166666666666667
2018,Oregon,0.6923076923076923
2018,Oregon State,0.16666666666666666
2018,Stanford,0.6923076923076923
2018,UCLA,0.25
2018,USC,0.4166666666666667
2018,Utah,0.6428571428571429
2018,Washington,0.7142857142857143
2018,Washington State,0.8461538461538461
2018,Notre Dame,0.9230769230769231
2019,Boston College,0.46153846153846156
2019,Clemson,0.9333333333333333
2019,Duke,0.4166666666666667
2019,Florida State,0.46153846153846156
2019,Georgia Tech,0.25
2019,Louisville,0.6153846153846154
2019,Miami,0.46153846153846156
2019,NC State,0.3333333333333333
2019,North Carolina,0.5384615384615384
2019,Pittsburgh,0.6153846153846154
2019,Syracuse,0.4166666666666667
2019,Virginia,0.6428571428571429
2019,Virginia Tech,0.6153846153846154
2019,Wake Forest,0.6153846153846154
2019,Baylor,0.7857142857142857
2019,Iowa State,0.5384615384615384
2019,Kansas,0.25
2019,Kansas State,0.6153846153846154
2019,Oklahoma,0.8571428571428571
2019,Oklahoma State,0.6153846153846154
2019,TCU,0.4166666666666667
2019,Texas,0.6153846153846154
2019,Texas Tech,0.3333333333333333
2019,West Virginia,0.4166666666666667
2019,Illinois,0.46153846153846156
2019,Indiana,0.6153846153846154
2019,Iowa,0.7692307692307693
2019,Maryland,0.25
2019,Michigan,0.6923076923076923
2019,Michigan State,0.5384615384615384
2019,Minnesota,0.8461538461538461
2019,Nebraska,0.4166666666666667
2019,Northwestern,0.25
2019,Ohio State,0.9285714285714286
2019,Penn State,0.8461538461538461
2019,Purdue,0.3333333333333333
2019,Rutgers,0.16666666666666666
2019,Wisconsin,0.7142857142857143
2019,Alabama,0.8461538461538461
2019,Arkansas,0.16666666666666666
2019,Auburn,0.6923076923076923
2019,Florida,0.8461538461538461
2019,Georgia,0.8571428571428571
2019,Kentucky,0.6153846153846154
2019,LSU,1
2019,Mississippi State,0.46153846153846156
2019,Missouri,0.5
2019,Ole Miss,0.3333333333333333
2019,South Carolina,0.3333333333333333
2019,Tennessee,0.6153846153846154
2019,Texas A&M,0.6153846153846154
2019,Vanderbilt,0.25
2019,Arizona,0.3333333333333333
2019,Arizona State,0.6153846153846154
2019,California,0.6153846153846154
2019,Colorado,0.4166666666666667
2019,Oregon,0.8571428571428571
2019,Oregon State,0.4166666666666667
2019,Stanford,0.3333333333333333
2019,UCLA,0.3333333333333333
2019,USC,0.6153846153846154
2019,Utah,0.7857142857142857
2019,Washington,0.6153846153846154
2019,Washington State,0.46153846153846156
2019,Notre Dame,0.8461538461538461
2020,Boston College,0.5454545454545454
2020,Clemson,0.8333333333333334
2020,Duke,0.18181818181818182
2020,Florida State,0.3333333333333333
2020,Georgia Tech,0.3
2020,Louisville,0.36363636363636365
2020,Miami,0.7272727272727273
2020,NC State,0.6666666666666666
2020,North Carolina,0.6666666666666666
2020,Pittsburgh,0.5454545454545454
2020,Syracuse,0.09090909090909091
2020,Virginia,0.5
2020,Virginia Tech,0.45454545454545453
2020,Wake Forest,0.4444444444444444
2020,Baylor,0.2222222222222222
2020,Iowa State,0.75
2020,Kansas,0
2020,Kansas State,0.4
2020,Oklahoma,0.8181818181818182
2020,Oklahoma State,0.7272727272727273
2020,TCU,0.6
2020,Texas,0.7
2020,Texas Tech,0.4
2020,West Virginia,0.6
2020,Illinois,0.25
2020,Indiana,0.75
2020,Iowa,0.75
2020,Maryland,0.4
2020,Michigan,0.3333333333333333
2020,Michigan State,0.2857142857142857
2020,Minnesota,0.42857142857142855
2020,Nebraska,0.375
2020,Northwestern,0.7777777777777778
2020,Ohio State,0.875
2020,Penn State,0.4444444444444444
2020,Purdue,0.3333333333333333
2020,Rutgers,0.3333333333333333
2020,Wisconsin,0.5714285714285714
2020,Alabama,1
2020,Arkansas,0.3
2020,Auburn,0.5454545454545454
2020,Florida,0.6666666666666666
2020,Georgia,0.8
2020,Kentucky,0.45454545454545453
2020,LSU,0.5
2020,Mississippi State,0.36363636363636365
2020,Missouri,0.5
2020,Ole Miss,0.5
2020,South Carolina,0.2
2020,Tennessee,0.3
2020,Texas A&M,0.9
2020,Vanderbilt,0
2020,Arizona,0
2020,Arizona State,0.5
2020,California,0.25
2020,Colorado,0.6666666666666666
2020,Oregon,0.5714285714285714
2020,Oregon State,0.2857142857142857
2020,Stanford,0.6666666666666666
2020,UCLA,0.42857142857142855
2020,USC,0.8333333333333334
2020,Utah,0.6
2020,Washington,0.75
2020,Washington State,0.25
2020,Notre Dame,0.8333333333333334
